Cantonment Close (Blk 18),"1.2738709, 103.8394238"
Guillemard Road (Grandlink Square),"1.3142114, 103.8915989"
Choa Chu Kang Street 51 (Blk 514),"1.3903444, 103.7430592"
Pasir Ris Street 52 (Blk 521),"1.3737543, 103.9444724"
Siglap Plain,"1.3176343, 103.9172348"
Cantonment Road (Blk 1B),"1.2779900, 103.8412200"
Woodlands Drive 60 (Blk 786B),"1.4455999, 103.8007292"
Choa Chu ang Avenue 5 (Blk 488A),"1.3765670, 103.7400467"
Choa Chu Kang Avenue 4 (Blk 307),"1.3853509, 103.7425610"
Huddington Avenue,"1.3677293, 103.8651785"
aka Avenue,The address probably not exists
Boon Lay Drive (Blk 200),"1.3431511, 103.7148665"
Hougang Avenue 5 (Blk 327),"1.3683017, 103.8963197"
Lorong L Telok Kurau (Blu Coral),"1.3127972, 103.9144150"
Ghim Moh Link (Blk 33),"1.3097752, 103.7847827"
Saint Helier's Avenue,"1.3614417, 103.8715022"
Parry View,"1.3658545, 103.8790057"
Chai Chee Road (Blk 62),"1.3254793, 103.9212417"
Lorong 1 Toa Payoh (Blk 118),"1.3395306, 103.8448587"
Ring Road k 342B),"1.4302110, 103.8452300"
Jalan Batu (Blk 11),"1.3016333, 103.8826371"
Eunos Crescent (Blk 10),"1.3223009, 103.9025671"
Tampines Rd,"1.3684742, 103.9100462"
Hougang Avenue 5 (Blk 307),"1.3666973, 103.8951417"
Simei Street 1 (Blk 109),"1.3422697, 103.9501796"
Lorong 24A Geylang,"1.3121430, 103.8840403"
Bishan Street 13 (Blk 172),"1.3473887, 103.8533738"
Lorong L Telok Kurau (Pinehurst Condominium),"1.3125085, 103.9150744"
Eunos Crescent (Blk 8),"1.3213740, 103.9046615"
Compassvale Walk (Blk 228B),"1.3879030, 103.9011960"
Hougang Avenue 5 (Blk 322),"1.3670512, 103.8972259"
armen Terrace,"1.3186117, 103.9273227"
ivervale Walk (Blk 109),"1.3831541, 103.8996724"
Mulberry Avenue,"1.3311892, 103.8765107"
Ang Mo Kio Avenue 3 (Blk 424),"1.3686437, 103.8507467"
g Avenue 8 lk 681),"1.3747735, 103.8883372"
Serangoon Avenue 2 (Blk 305),"1.3538272, 103.8668722"
Serangoon Central (Blk 415),"1.3499742, 103.8746638"
Kampong Arang Road (Blk 12),"1.3008228, 103.8837244"
Bishan Street 13 (Blk 181),"1.3489256, 103.8530122"
mard Road,The address probably not exists
Ang Mo Kio Avenue 1 (Blk 337),"1.3631812, 103.8516073"
hee Road lk 19),The address probably not exists
Tampines Street 32 (Blk 306),"1.3531608, 103.9557776"
Miltonia Close (Skies Miltonia),"1.4181309, 103.8481353"
Tampines Street 43 (Blk 493E),"1.3626482, 103.9520369"
Hougang Avenue 1 (Blk 168),"1.3520459, 103.8893977"
Paya Lebar Crescent (Tangerine Grove),"1.3501493, 103.8809805"
Commonwealth Crescent (Blk 98),"1.3069161, 103.8014763"
Pasir Ris Street 11 (Blk 140),"1.3638290, 103.9592226"
Cashew Road (Cashew Park Condominium),"1.3713709, 103.7676590"
Lorong M Telok Kurau,"1.3109464, 103.9124768"
Sims Drive,"1.3182958, 103.8795452"
Admiralty Link (Blk 405),"1.4533235, 103.8160337"
Yishun Avenue 4 (Blk 861),"1.4173841, 103.8396956"
Woodlands Drive 14 (Blk 502A),"1.4333079, 103.7913346"
Balam Road (Blk 28),"1.3305808, 103.8865333"
Jurong West Avenue 1 (Blk 430),"1.3519304, 103.7257070"
Rose Lane,"1.3102974, 103.8934575"
Waringin Walk,"1.3216725, 103.9186942"
Punggol Drive (Blk 663B),"1.4006053, 103.9170981"
Lorong Melayu,"1.3221730, 103.9101531"
Jurong West Street 52 (Blk 514),"1.3469902, 103.7204574"
Chai Chee Drive (Blk 56),"1.3263640, 103.9200635"
Bedok Reservoir Road (Blk 106),"1.3294979, 103.9094598"
12 Geylang,"1.3111065, 103.8783633"
Bishan Street 22 (Blk 255),"1.3616581, 103.8427753"
Pasir Ris Drive 6 (Blk 420),"1.3716194, 103.9544177"
Jurong West Street 91 (Blk 934),"1.3424401, 103.6886479"
g Avenue 3 lk 20),"1.3495071, 103.8686989"
Tuas View Walk,"1.3010325, 103.6267168"
eakville Walk,"1.3332364, 103.9443987"
Jalan Bukit Ho Swee (Blk 34),"1.2881222, 103.8270150"
Teck Whye Lane (Blk 18),"1.3782996, 103.7541248"
Ang Mo Kio Street 31 (Blk 309A),"1.3650180, 103.8452870"
West Street 52 k 517D),"1.3448743, 103.7195691"
Shunfu Road,"1.3519757, 103.8374493"
Eunos Avenue 3,"1.3198598, 103.8962698"
Jalan Chempaka Puteh,"1.3298400, 103.9497106"
Woodlands Drive 50 (Blk 899C),"1.4365117, 103.7954998"
Woodlands Avenue 1 (Blk 571C),"1.4303700, 103.7899260"
Woodlands Drive 75 (Blk 687B),"1.4419076, 103.8072266"
24 Geylang nz Loft),"1.3122073, 103.8833391"
Jalan Daud (Windy Heights),"1.3268534, 103.9102101"
Pending Road (Blk 226),"1.3752605, 103.7723210"
Jurong West Street 73 (Blk 743),"1.3473678, 103.6993275"
hoa Chu Kang Avenue 3 (Blk 286),"1.3800582, 103.7418143"
Thomson Ridge,"1.3518422, 103.8336427"
Boon Lay Drive (Blk 178),"1.3474048, 103.7088514"
Yishun Street 61 (Blk 632),"1.4184883, 103.8390615"
ampines Road (The Tembusu),"1.3613400, 103.8898144"
Lengkong Tiga (Blk 114),"1.3231895, 103.9122693"
Teo Kim Eng Road,"1.3281836, 103.9084234"
Ring Road lk 360),"1.4277638, 103.8457645"
Tuas View Square,"1.3003895, 103.6283998"
Pipit Road (Blk 92A),"1.3232572, 103.8876207"
Merryn Road,"1.3263411, 103.8246563"
Bishan Street 13 (Blk 193),"1.3487300, 103.8509080"
Woodlands Rise (Blk 783A),"1.4474151, 103.8037953"
Ubi Avenue 1 (Blk 314),"1.3293122, 103.9035693"
Choa Chu ang Avenue 4 (Blk 418),"1.3824069, 103.7413617"
Woodlands Drive 42 (Blk 601),"1.4387069, 103.7965865"
nds Drive 14 lk 525),"1.4316858, 103.7915305"
ear Avenue,"1.2981460, 103.8441579"
Jalan Ketumbit,"1.3847403, 103.8743770"
Soo Chow Garden Road,"1.3538658, 103.8312326"
Jurong West Street 92 (Blk 930),"1.3407847, 103.6898694"
Bedok Reservoir Road (Blk 142),"1.3357141, 103.9132888"
Sims Drive (Blk 45),"1.3174127, 103.8783863"
Bedok eservoir Road (Blk 108),"1.3302301, 103.9093692"
Ang Mo Kio Avenue 5 (Blk 606),"1.3793520, 103.8365253"
Admiralty Drive (Blk 360B),"1.4487037, 103.8151733"
Bedok South Avenue 2 (Blk 10E),"1.3216600, 103.9371924"
Pandan Gardens (Blk 411),"1.3189330, 103.7467021"
Choa Chu Kang Street 51 (Blk 506),"1.3890560, 103.7421990"
Compassvale Bow (Blk 266A),"1.3824740, 103.8968520"
Lorong 4 Toa Payoh (Blk 80B),"1.3353240, 103.8498455"
Hougang Avenue 1 (Blk 174C),"1.3495430, 103.8891150"
ds Avenue 6 lk 791),"1.4387944, 103.8030299"
nds Drive 75 k 688C),"1.4434121, 103.8072719"
Kio Avenue 10 lk 466),"1.3658970, 103.8569068"
Bedok North Avenue 4 (Blk 99),"1.3338248, 103.9395057"
ivervale Drive (Blk 117A),"1.3831710, 103.9026130"
Lorong 2 Toa Payoh (Blk 146),"1.3346564, 103.8465287"
ougang Street 11 (Blk 158),"1.3517009, 103.8804560"
Woodlands Street 83 (Blk 831),"1.4395467, 103.7913346"
Teban Gardens Road (Blk 23),"1.3228520, 103.7392390"
Old Upper Thomson Road,"1.3803178, 103.8187171"
Lorong 2 Toa Payoh (Blk 147),"1.3343684, 103.8450852"
Choa Chu Kang North 6 (Blk 636),"1.3973210, 103.7489651"
ds Street 83 lk 867),"1.3532070, 103.9344639"
Jalan Pintau,"1.3542529, 103.8395606"
Chempaka uteh,"1.3298400, 103.9497106"
Hougang Avenue 3 (Blk 21),"1.3643017, 103.8915170"
i Avenue,"1.2837366, 103.8591923"
orong K Telok Kurau (La VIDA @ 130),"1.3137274, 103.9149755"
Jurong West Street 91 (Blk 914),"1.3414562, 103.6878931"
Hooper Road,"1.3115677, 103.8435575"
Senja Road (Blk 635B),"1.3866382, 103.7578541"
hee Road lk 22),The address probably not exists
Yishun Avenue 11 (Blk 438),"1.4217454, 103.8462174"
Upper Changi Road East (Cascadale),"1.3459940, 103.9630500"
hoa Chu Kang Street 51 (Blk 526),"1.3913504, 103.7417238"
Shunfu Road (Blk 302),"1.3496195, 103.8390874"
Petir Road (Maysprings),"1.3774048, 103.7633104"
Dryburgh Avenue,"1.3165154, 103.9211906"
Marine Parade Road (Laguna Park),"1.3090605, 103.9293002"
Clementi West Street 2 (Blk 724),"1.3036170, 103.7633584"
Bukit Batok West Avenue 8 (Blk 167),"1.3469314, 103.7422669"
Bishan Street 13 (Blk 197),"1.3490164, 103.8504750"
a Crescent lk 28),"1.3274090, 103.9181964"
Lorong 1 Toa Payoh (Blk 112),"1.3415037, 103.8454928"
hoa Chu Kang Avenue 3 (Blk 291),"1.3785319, 103.7395515"
Woodlands Circle (Blk 734),"1.4439831, 103.7980353"
Woodlands Drive 50 (Blk 899B),"1.4361452, 103.7954093"
Commonwealth Crescent (Blk 113),"1.3068443, 103.7979674"
Jurong West Street 42 (Blk 411),"1.3537482, 103.7250561"
ommonwealth Crescent (Blk 101),"1.3080645, 103.8005706"
Yishun Ring Road (Blk 363),"1.4289411, 103.8452210"
Bedok North Street 3 (Blk 539),"1.3314711, 103.9257531"
Woodlands Industrial Park E6,"1.4509071, 103.7986759"
Lorong 2 Toa Payoh (Blk 116),"1.3404772, 103.8457645"
Lorong 18 Geylang,"1.3112728, 103.8807187"
Ubi Avenue 1 (Blk 319),"1.3282699, 103.9035013"
Woodlands Avenue 6 (Blk 718),"1.4416521, 103.8010688"
Tampines Avenue 5 (Blk 944),"1.3503915, 103.9411826"
Aljunied Crescent (Blk 111),"1.3204205, 103.8842730"
Pasir Ris Drive 6 (Blk 414),"1.3722523, 103.9563124"
Woodlands Industrial Park E1,"1.4542040, 103.7975007"
Woodlands Avenue 4 (Blk 613),"1.4344477, 103.7969487"
Yishun Ring Road (Blk 409),"1.4262854, 103.8475762"
ougang Street 51 (Blk 568),"1.3780886, 103.8888893"
Bedok North Road (Blk 108),"1.3327098, 103.9361971"
Bishan Street 12 (Blk 130),"1.3459390, 103.8508373"
Boon Lay Place (Blk 215),"1.3487219, 103.7123131"
Eastwood Place,"1.3221148, 103.9562737"
Flora Road Avila Gardens),"1.3608957, 103.9659513"
Lorong 1 Toa Payoh (Blk 239),"1.3404469, 103.8510185"
Pang Seng Road,"1.3331360, 103.8715536"
Beo Crescent (Blk 40),"1.2891435, 103.8274678"
Bedok eservoir Road (Blk 711),"1.3360022, 103.9235982"
Bedok eservoir Road (Blk 712),"1.3359348, 103.9226012"
Tampines Street 91 (Blk 933),"1.3452821, 103.9387352"
Bedok eservoir Road (Blk 138),"1.3345261, 103.9130849"
Toa Payoh North (Blk 206),"1.3422480, 103.8465571"
Compassvale Lane (Blk 210A),"1.3847300, 103.9000140"
Hougang Avenue 8 (Blk 678),"1.3707891, 103.8844493"
Eunos Avenue 7A,"1.3230463, 103.8945999"
Petir Road (Blk 150),"1.3771998, 103.7666174"
Tampines Street 11 (Blk 109),"1.3474197, 103.9487065"
Reservoir View lk 762),"1.3364516, 103.9344749"
Hougang Street 51 (Blk 562),"1.3809540, 103.8891150"
Woodlands Crescent (Blk 787B),"1.4442589, 103.8009330"
Chai Chee Street (Blk 50),"1.3293183, 103.9225179"
Margate Road (Meier Suites),"1.2988048, 103.8882323"
Yishun Ring Road (Blk 356),"1.4251983, 103.8454022"
Lengkok Tiga (Blk 111),"1.3241496, 103.9111766"
Pasir Ris Street 11 (Blk 146),"1.3632918, 103.9602878"
Jalan Dusun (Blk 102),"1.3278960, 103.8442252"
Lorong 10 Geylang,"1.3119747, 103.8775633"
in Ming Road (Blk 25),"1.3548142, 103.8387831"
Elias Road Oasis @ Elias),"1.3776674, 103.9417030"
Yishun Street 61 (Blk 626),"1.4175190, 103.8357470"
orong L Telok Kurau (Pinehurst Condominium),"1.3125085, 103.9150744"
ivervale Link (Park Green),"1.3806816, 103.8999669"
uru Walk,The address probably not exists
Woodlands Drive 60 (Blk 786C),"1.4458899, 103.8013178"
Upper Boon Keng Road (Blk 15),"1.3159783, 103.8713795"
Lorong K Telok Kurau (La VIDA @ 130),"1.3137274, 103.9149755"
Bedok eservoir Road (Blk 714),"1.3371015, 103.9233263"
Bedok Reservoir Road (Blk 615),"1.3322067, 103.9155772"
Woodlands Drive 72 (Blk 794),"1.4426282, 103.8034685"
asuarina Walk,"1.3763009, 103.8269126"
Ang Mo Kio Avenue 10 (Blk 416),"1.3644426, 103.8550950"
Senja Road (Blk 640A),"1.3869717, 103.7586479"
Compassvale Bow (Blk 265D),"1.3819780, 103.8964520"
Parbury Avenue,"1.3176655, 103.9429496"
Eastwood Road,"1.3213954, 103.9560475"
Hartley Grove,"1.3161280, 103.9164330"
Woodlands Drive 60 (Blk 778),"1.4474980, 103.7994841"
Compassvale Lane (Blk 209C),"1.3839649, 103.8990700"
Cassia Crescent (Blk 28),"1.3090145, 103.8836338"
Lorong 2 Toa Payoh (Blk 152),"1.3341078, 103.8458551"
Yunnan Drive 3,"1.3377248, 103.6912061"
Lorong 5 Toa Payoh (Blk 50),"1.3370700, 103.8526491"
Upper Boon Keng Road (Blk 19),"1.3155668, 103.8737356"
Pandan Gardens (Blk 408),"1.3182625, 103.7487841"
arpmael Road (The Carpmaelina),"1.3127600, 103.8982540"
Bedok Reservoir View (Aquarius By The Park),"1.3376930, 103.9352420"
Woodlands Street 82 (Blk 847),"1.4421137, 103.7916968"
Hougang Avenue 6 (Blk 521),"1.3734614, 103.8908827"
Race Course Road (Blk 681),"1.3140759, 103.8552770"
ommonwealth Drive (Blk 92),"1.3058252, 103.8002991"
Simei Street 1 (Blk 106),"1.3418627, 103.9509502"
Bishan Street 22 (Blk 249),"1.3612855, 103.8438623"
Defu Lane 9 (near Defu Avenue 1),"1.3512164, 103.8935144"
Yishun Street 11 (Blk 127),"1.4341067, 103.8306536"
Bedok eservoir Road (Blk 613),"1.3319589, 103.9166817"
Bedok North Avenue 1 (Blk 522),"1.3306412, 103.9269518"
Jln Ismail,"1.3230526, 103.9069745"
Bedok North Road (Blk 125),"1.3288879, 103.9391884"
Hougang Avenue 9 (Blk 675),"1.3748461, 103.8823343"
Choa Chu Kang Avenue 4 (Blk465),"1.3773770, 103.7364741"
Woodlands Drive 70 (Blk 714),"1.4420886, 103.7987371"
orth Avenue 1 lk 521),"1.3302395, 103.9268158"
Ang Mo Kio Avenue 10 (Blk 414),"1.3640848, 103.8536456"
Woodlands Avenue 6 (Blk 763),"1.4454637, 103.7960431"
Jurong West Street 92 (Blk 929),"1.3413006, 103.6893265"
Cassia Crescent (Blk 56),"1.3102916, 103.8831333"
an Suka,The address probably not exists
Ang Mo Kio Avenue 5 (Blk 533),"1.3741984, 103.8530114"
orong H Telok Kurau,"1.3162713, 103.9107491"
hoa Chu Kang Avenue 4 (Blk 429),"1.3827992, 103.7401172"
Choa Chu Kang Avenue 2 (Blk 271),"1.3786620, 103.7423574"
Kaki Bukit Road 3,"1.3366588, 103.9041606"
ang Road,"1.3522812, 103.8349765"
Sengkang East Way (Blk 122),"1.3865360, 103.9067430"
Joo Chiat Lane (Legenda at Joo Chiat),"1.3130449, 103.9017115"
ivervale Drive (Blk 117B),"1.3836845, 103.9027084"
Bishan Street 22 (Blk 242),"1.3612058, 103.8449493"
Upper Boon Keng Road (Blk 2A),"1.3138711, 103.8720817"
Jalan Membina (Blk 25B),"1.2828988, 103.8252185"
nds Drive 75 k 688A),"1.4422777, 103.8072861"
Chai Chee Road (Blk 63),"1.3261372, 103.9213324"
22 Geylang Residence),"1.3110085, 103.8824436"
Aljunied Crescent (Blk 105),"1.3195167, 103.8827712"
ds Street 82 lk 842),"1.3516141, 103.9365762"
Bedok Reservoir Road (Blk 134),"1.3329178, 103.9128130"
Ang Mo Kio Street 32 (Blk 351),"1.3643243, 103.8502938"
Ang Mo Kio Street 44 (Blk 455A),"1.3681902, 103.8575413"
Choa Chu Kang Crescent (Blk 672A),"1.4019515, 103.7473358"
Tanjong Rhu Road (Emerald East),"1.2995914, 103.8839926"
Woodlands Street 82 (Blk 842),"1.4434725, 103.7926349"
Ang Mo Kio Avenue 1 (Blk 308A),"1.3655146, 103.8440661"
Towner Road (Blk 105),"1.3205548, 103.8610741"
Ang Mo Kio Avenue 10 (Blk 440),"1.3664995, 103.8540985"
Tai Hwan Grove,"1.3565584, 103.8595900"
Pasir Ris Link,"1.3770173, 103.9604990"
Tampines Street 22 (Blk 284),"1.3490988, 103.9525820"
Choa Chu ang Avenue 1 (Blk 202),"1.3819195, 103.7494177"
Woodlands Street 41 (Blk 416),"1.4284977, 103.7738601"
Hougang Avenue 8 (Blk 681),"1.3729763, 103.8856890"
ands Circle lk 721),"1.4444853, 103.7980850"
Saint Michael's oad (Sunville),"1.3263492, 103.8634479"
nds Drive 14 lk 516),"1.4316858, 103.7915305"
Avenue 11 lk 415),"1.4246239, 103.8457337"
Reservoir Road lk 110),"1.3301512, 103.9103661"
1 Toa Payoh k 130A),"1.3374913, 103.8431942"
Yishun Avenue (Blk 317C),The address probably not exists
Jurong East Avenue 1 (Blk 240A),"1.3411335, 103.7428326"
Woodlands Square,"1.4360643, 103.7851323"
Teck Whye Lane (Blk 102),"1.3769801, 103.7541248"
Pandan Gardens (Blk 414),"1.3201012, 103.7472453"
Woodlands Ring Road (Blk 609),"1.4359388, 103.7961563"
Siglap Rise,"1.3174883, 103.9199538"
Senja Close,"1.3866896, 103.7619298"
Rose Lane (Estique),"1.3101121, 103.8935605"
hoa Chu Kang Avenue 4 (Blk 416),"1.3832841, 103.7418143"
ide Drive aspian),"1.3428614, 103.7179725"
Bedok North Avenue 2 (Blk 518),"1.3316535, 103.9290365"
nds Drive 72 odsvale),"1.4434388, 103.8044632"
Jurong East Street 21 (Blk 238),"1.3407152, 103.7405471"
Ang Mo Kio Avenue 10 (Blk 441),"1.3660600, 103.8540985"
Yishun Ring Road (Blk 237),"1.4333825, 103.8388803"
Senja Road (Blk 633A),"1.3854990, 103.7583620"
orth Street 3 lk 504),"1.3318724, 103.9323222"
orth Street 3 lk 547),"1.3303589, 103.9251390"
Yishun Street 61 (Blk 634),"1.4189945, 103.8392812"
nds Drive 14 lk 503),"1.4316858, 103.7915305"
ands Circle lk 733),The address probably not exists
Pasir Ris Street 72 (Whitewater),"1.3796905, 103.9352047"
Serangoon Central (Blk 424),"1.3481200, 103.8755925"
Hougang Avenue 6 (Blk 529),"1.3755870, 103.8907015"
Serangoon orth Avenue 1 (Blk 111),"1.3691620, 103.8704370"
Dorset Road (Blk 50),"1.3132225, 103.8509279"
Pending Road (Blk 117),"1.3773202, 103.7679528"
nds Drive 62 k 683A),"1.4402104, 103.8027441"
Jurong West Street 65 (Blk 609),"1.3380078, 103.7005988"
Punggol Field (Blk 173D),"1.3958500, 103.9108490"
Eunos Avenue 4,"1.3206688, 103.8974046"
Woodlands Drive 72 (Woodsvale),"1.4441395, 103.8051184"
Jalan Punai,"1.3297460, 103.9075853"
Chu Kang enue 4 lk 423),"1.3820462, 103.7403661"
engkong Tiga (Blk 104),"1.3259105, 103.9098223"
Bedok eservoir View (Blk 761),"1.3362352, 103.9339311"
Tanah Merah Kechil Road (East Meadows),"1.3286980, 103.9440340"
mber Gardens (King's Mansion),"1.3007722, 103.8983675"
engkong Tiga (Blk 102),"1.3256132, 103.9106380"
Woodlands Drive 60 (Blk 786D),"1.4467543, 103.8010235"
Jurong East Street 13 (Blk 102),"1.3361946, 103.7381939"
ngklong Lane (Faber Garden ondominium),"1.3626655, 103.8296369"
Lorong 14 Geylang (Wing Fong Court),"1.3118212, 103.8788316"
Lorong 5 Toa Payoh (Blk 61),"1.3364005, 103.8520764"
Jelapang Road (Blk 504),"1.3846114, 103.7670046"
Parry Terrace,"1.3666472, 103.8782336"
Woodlands Drive 75 (Blk 690C),"1.4429678, 103.8079058"
Sturdee Road (Kerrisdale),"1.3132773, 103.8579749"
nds Drive 50 k 898A),"1.4353429, 103.7945943"
Woodlands Avenue 4 (Blk 612),"1.4351094, 103.7967676"
Bedok North Street 4 (Blk 84),"1.3318119, 103.9396416"
Nim Road,"1.3826704, 103.8637433"
Circuit Road (Blk 49),"1.3252436, 103.8857179"
Yishun Street 81 (Blk 852),"1.4160076, 103.8368876"
Woodlands Ring Road (Blk 667),"1.4386252, 103.7979447"
Bukit Batok West Avenue 5 (Blk 395),"1.3664447, 103.7524473"
Choa Chu Kang Street 51,"1.3913255, 103.7430316"
Location,"1.3520830, 103.8198360"
Hougang Avenue 1 (Blk 167),"1.3517961, 103.8887080"
ivervale Drive (Blk 121),"1.3866500, 103.9046620"
Hougang Avenue 8 (Blk 626),"1.3698518, 103.8819123"
Barbary Walk,"1.2904185, 103.8055399"
Geylang East Central (Blk 120),"1.3181870, 103.8847670"
es Avenue 9 k 496E),"1.3611206, 103.9498170"
Marine Crescent (Blk 43),"1.3054477, 103.9130396"
Choa Chu Kang Street 64 (Blk 642),"1.3984195, 103.7492367"
Tanglin Halt Road (Blk 24),"1.2977821, 103.7995747"
Jalan Jurong Kechil,"1.3429015, 103.7704492"
Lew Lian lk 6),"1.3494464, 103.8772913"
Choa Chu Kang Avenue 3 (Blk 474),"1.3787572, 103.7386464"
Choa Chu Kang Avenue 4 (Blk 423),"1.3820462, 103.7403661"
Woodlands Drive 14 (Blk 513),"1.4337964, 103.7894784"
hoa Chu Kang Street 51 (Blk 535),"1.3914139, 103.7436906"
Teban Gardens Road (Blk 56),"1.3221969, 103.7377619"
Jurong West Street 92 (Blk 932),"1.3418186, 103.6884217"
Dido Street,"1.3210752, 103.9258213"
Hougang Avenue 8 (Blk 677),"1.3713040, 103.8840869"
Jurong West Street 61 (Blk 637),"1.3414719, 103.6978317"
Choa Chu ang Avenue 4 (Blk 428),"1.3812419, 103.7400040"
Lor Ah Soo (Blk 133),"1.3507047, 103.8875301"
Simei Street 1 (Blk 154),"1.3448831, 103.9569561"
Lorong K Telok Kurau (Sunnyvale Residences),"1.3137212, 103.9150885"
Jurong West Street 42 (Blk 449),"1.3523443, 103.7182827"
Pasir Ris Street 52 (Blk 508),"1.3763123, 103.9442420"
Ubi Avenue 1 (Blk 311),"1.3301181, 103.9033880"
Pipit Road (Blk 56),"1.3242037, 103.8884362"
Sayang,"1.3674286, 103.9572281"
1 Toa Payoh lk 117),"1.3399180, 103.8451760"
Begonia Drive,"1.3871280, 103.8623338"
Bedok North Street 3 (Blk 510),"1.3322416, 103.9310472"
Jurong West Avenue 5 (Blk 722),"1.3437489, 103.6980146"
Kim Keat Avenue (Blk 258),"1.3325768, 103.8575409"
Pasir Ris Street 21 (Blk 241),"1.3731087, 103.9625770"
Ring Road lk 353),"1.4259849, 103.8453296"
Lorong 4 Toa Payoh (Blk 85A),"1.3363302, 103.8492944"
Lorong 1 Toa Payoh (Blk 170),"1.3313414, 103.8426842"
Lorong 33 Geylang (Sims Meadows),"1.3160924, 103.8880142"
Jalan Batu (Blk 8),"1.3026541, 103.8831808"
Bedok North Road (Blk 421),"1.3282884, 103.9289458"
Chai Chee Avenue (Blk 35),"1.3248659, 103.9261361"
Cantonment Close (Blk 9),"1.2754795, 103.8393332"
Jurong West Street 42 (Blk 448),"1.3527044, 103.7193687"
Geylang Bahru (Blk 60),"1.3227924, 103.8692712"
Pending Road (Blk 120),"1.3770549, 103.7694466"
Kampong Sireh,"1.3539623, 103.8794217"
Lorong 39 Geylang,"1.3159773, 103.8906760"
Tampines Street 11 (Blk 104),"1.3472491, 103.9465762"
Bishan Street 13 (Blk 170),"1.3464358, 103.8535550"
m Lin Road ika East),"1.3577767, 103.7587967"
Upper Boon Keng Road (Blk 2D),"1.3132838, 103.8724441"
Surin Lane,"1.3537897, 103.8812493"
Woodlands Rise (Blk 785D),"1.4470030, 103.8050334"
Bukit Timah Road (Floridian),"1.3334050, 103.7862840"
Choa Chu Kang Street 51 (Blk 504),"1.3891451, 103.7426289"
ee Avenue,"1.3475487, 103.7575258"
Pasir Ris Street 11 (Blk 118),"1.3670586, 103.9548030"
edok Road,"1.3264714, 103.9512968"
hoa Chu Kang Avenue 2 (Blk 297A),"1.3771787, 103.7425430"
Compassvale Link (Blk 269B),"1.3836660, 103.8955330"
Kaki Bukit Place,"1.3352173, 103.9036946"
Woodlands Drive 75 (Blk 689B),"1.4445799, 103.8083586"
a Crescent lk 30),The address probably not exists
Pasir Ris Street 53 (Blk 585),"1.3756158, 103.9474374"
Eunos Avenue 5,"1.3212123, 103.8972956"
Teck Whye Lane (Blk 114),"1.3785381, 103.7509565"
Tampines Street 21 (Blk 204),"1.3522152, 103.9516301"
Jalan Mesra,"1.3328629, 103.8798850"
ast Street 24 lk 257),"1.3446131, 103.7390105"
Chai Chee Road (Blk 2),"1.3269352, 103.9225106"
Chai Chee Street (Blk 52),"1.3287732, 103.9209698"
ougang Street 11 (Blk 155),"1.3526506, 103.8802813"
Tampines Street 34 (Blk 366),"1.3575931, 103.9613984"
Lorong 1 Toa Payoh (Blk 155),"1.3327228, 103.8455800"
Bedok eservoir Road (Blk 104),"1.3292763, 103.9098223"
orong Ah Soo (Blk 129),"1.3515090, 103.8877113"
a Crescent lk 54),"1.3100570, 103.8845730"
Defu South Street 1,"1.3447191, 103.8980126"
Hougang Avenue 4 (Blk 608),"1.3709297, 103.8854460"
Hougang Avenue 3 (Blk 250),"1.3596874, 103.8916077"
Woodlands Drive 70 (Blk 717),"1.4409093, 103.7995067"
Pulasan Road,"1.3113672, 103.9065825"
Boon Keng Road lk 19),"1.3170148, 103.8623181"
Ang Mo Kio Avenue 4 (Blk 612),"1.3789699, 103.8380499"
Ang Mo Kio Avenue 2 (The Panorama),"1.3757379, 103.8344321"
nds Crescent k 788E),"1.4444696, 103.8024724"
Jalan Mastuli,"1.3549868, 103.8855151"
Edgefield Plains (Blk 115),"1.3952069, 103.9073329"
Bedok South Avenue 3 (Blk 167),"1.3196374, 103.9449899"
hoa Chu Kang Avenue 2 (Blk 295),"1.3782547, 103.7409943"
Lorong 2 Toa Payoh (Blk 175),"1.3333685, 103.8471233"
Ang Mo Kio Avenue 3 (Blk 427),"1.3693544, 103.8544609"
Woodlands Drive 50 (Blk 898A),"1.4353429, 103.7945943"
Tampines Street 71 (Blk 725),"1.3572353, 103.9351094"
Bedok eservoir Road (Blk 148),"1.3353932, 103.9118388"
Parry Walk,"1.3660443, 103.8784125"
Yishun Street 72 (Blk 750),"1.4280372, 103.8340254"
Jalan Samarinda,"1.3560951, 103.8867337"
Teck Whye Lane (Blk 117),"1.3796362, 103.7512281"
Jalan Wangi,"1.3305292, 103.8746844"
ng Bahru lk 55),The address probably not exists
hempedak,"1.3710533, 103.8294232"
Woodlands Drive 70 (Blk 715),"1.4421561, 103.7996879"
Sembawang Close (Blk 319),"1.4462749, 103.8191355"
Bedok Reservoir Road (Blk 622),"1.3340662, 103.9167101"
Sims Avenue,"1.3160559, 103.8878110"
Choa Chu Kang Avenue 3 (Blk 285),"1.3800674, 103.7417874"
ds Street 82 lk 845),"1.4432749, 103.7913931"
Park Road,"1.2846728, 103.8429692"
Serangoon Central (Blk 414),"1.3487291, 103.8744073"
Bedok Reservoir Road (Blk 140),"1.3348915, 103.9131756"
Hougang Avenue 3 (Blk 247),"1.3591020, 103.8915170"
Kew Heights,"1.3195451, 103.9491241"
Boon Lay Avenue (Blk 216A),"1.3496978, 103.7114309"
Woodlands Drive 14 (Blk 516),"1.4347046, 103.7909724"
